,Scientific Name,Common Name,Order,Family
1795,Diabrotica undecimpunctata,"Spotted Cucumber Beetle, 
Southern Corn Rootworm",Coleoptera,Chrysomelidae
1796,Pontia protodice,"the checkered white, southern cabbage butterfly,",Lepidoptera,Pieridae
1797,Eremnophila aureonotata,Gold-Marked Thread-Waisted Wasp,Hymenoptera,Sphecidae
1798,Sympetrum illotum,Cardinal Meadowhawk,Odonata,Libellulidae
1799,Papilio zelicaon,anise swallowtail,Lepidoptera,Papilionidae
1800,Euclidia cuspidea,,Lepidoptera,Erebidae
1801,Hormaphis hamamelidis,Witch-hazel cone gall aphid,Hemiptera,Aphididae
1802,Celastrina ladon,Spring Azure,Lepidoptera,Lycaenidae
1803,Dasymutilla occidentalis,"Red Velvet Ant, Cow Killer",Hymenoptera,Mutillidae
1804,Vespula squamosa,Southern Yellowjacket,Hymenoptera,Vespidae
1805,Thasus neocalifornicus,Giant Mesquite Bug,Hemiptera,Coreidae
1806,Copaeodes minima,Southern skipperling,Lepidoptera,Hesperiidae
1807,Lestes congener,spotted spreadwing,Odonata,Lestidae
1808,Bombus auricomus,black and gold bumblebee,Hymenoptera,Apidae
1809,Pococera asperatella,maple webworm moth,Lepidoptera,Pyralidae
1810,Oxythyrea funesta,white spotted rose beetle,Coleoptera,Scarabaeidae
1811,Euthystira brachyptera,Small Gold Grasshopper,Orthoptera,Acrididae
1812,Vanessa annabella,West Coast Lady,Lepidoptera,Nymphalidae
1813,Meloe violaceus,Violet Oil Beetel,Coleoptera,Meloidae
1814,Phlogophora meticulosa,The angle shades,Lepidoptera,Noctuidae
1815,Valanga irregularis,"Giant Grasshopper, Giant Valanga, Hedge Grasshopper",Orthoptera,Acrididae
1816,Chlosyne nycteis,Silvery checkerspot,Lepidoptera,Nymphalidae
1817,Apodemia virgulti,Behr's Metalmark ,Lepidoptera,Riodinidae
1818,Urothemis signata,Greater Crimson Glider,Odonata,Libellulidae
1819,Adelpha eulalia,Arizona Sister ,Lepidoptera,Nymphalidae
1820,Dyspteris abortivaria,Bad-Wing,Lepidoptera,Geometridae
1821,Laothoe populi,Poplar hawk-moth,Lepidoptera,Sphingidae
1822,Malacosoma americana,Eastern tent caterpillar,Lepidoptera,Lasiocampidae
1823,Digrammia continuata,Curved-Lined Angle Moth,Lepidoptera,Geometridae
1824,Halictus rubicundus, orange-legged furrow bee,Hymenoptera,Halictidae
1825,Cyclophora nanaria,dwarf tawny wave,Lepidoptera,Geometridae
1826,Hypselonotus punctiventris,the spot-sided coreid,Hemiptera,Coreidae
1827,Diplacodes trivialis,Chalky Percher,Odonata,Libellulidae
1828,Adelpha iphicleola,Confusing Sister Butterfly,Lepidoptera,Nymphalidae
1829,Chrysoteuchia topiarius,topiary grass-veneer moth,Lepidoptera,Crambidae
1830,Platynota rostrana,"orange, leafroller",Lepidoptera,Tortricidae
1831,Stylurus plagiatus,Russeet-tipped Clubtail,Odonata,Gomphidae
1832,Dasymutilla aureola,Pacific Red Velvet Ant,Hymenoptera,Mutillidae
1833,Stenurella melanura,Flower longhorn beetle,Coleoptera,Cerambycidae
1834,Syndemis afflictana,"Gray Leafroller, Dead Leafroller, Black-and-gray Banded Leafroller",Lepidoptera,Tortricidae
1835,Liometopum occidentale,velvety tree ant,Hymenoptera,Formicidae
1836,Orthetrum glaucum,Common Blue Skimmer,Odonata,Libellulidae
1837,Pholodes sinistraria,"the sinister moth, frilled bark moth",Lepidoptera,Geometridae
1838,Leucorrhinia intacta,dot-tailed whiteface,Odonata,Libellulidae
1839,Erthesina fullo,"yellow-spotted stink bug, yellow marmorated stink bug",Hemiptera,Pentatomidae
1840,Prosotas dubiosa,Tailless Line Blue,Lepidoptera,Lycaenidae
1841,Antheraea polyphemus,Polyphemus Moth,Lepidoptera,Saturniidae
1842,Xylocopa violacea,violet carpenter bee,Hymenoptera,Apidae
1843,Amphibolips confluenta,Spongy Oak Apple Gall Wasp,Hymenoptera,Cynipidae
1844,Nannothemis bella,Elfin Skimmer,Odonata,Libellulidae
1845,Phyciodes phaon,phaon crescent,Lepidoptera,Nymphalidae
1846,Traminda aventiaria,Cross-line Wave Moth,Lepidoptera,Geometridae
1847,Tenodera sinensis,Chinese Mantis,Mantodea,Mantidae
1848,Copestylum mexicanum,mexican cactus fly,Diptera,Syrphidae
1849,Datana ministra,Yellownecked Caterpillar Moth,Lepidoptera,Notodontidae
1850,Ideopsis similis,Ceylon blue glassy tiger,Lepidoptera,Nymphalidae
1851,Promachus rufipes,"the red-footed cannibalfly, bee panther",Diptera,Asilidae
1852,Diacrisia sannio,Clouded Buff,Lepidoptera,Erebidae
1853,Burnsius oileus,Tropical Checkered-Skipper,Lepidoptera,Hesperiidae
1854,Pieris napi,Mustard White,Lepidoptera,Pieridae
1855,Erythemis simplicicollis,"eastern pondhawk,common pondhawk",Odonata,Libellulidae
1856,Tisiphone abeona,Swordgrass Brown,Lepidoptera,Nymphalidae
1857,Leptinotarsa juncta,false potato beetle,Coleoptera,Chrysomelidae
1858,Acrolophus arcanella,Grass Tubeworm Moth,Lepidoptera,Tineidae
1859,Ischnura aurora,"golden dartlet, aurora bluetail",Odonata,Coenagrionidae
1860,Mesoleuca ruficillata,White-ribboned Carpet Moth,Lepidoptera,Geometridae
1861,Bombus lapidarius,"Large Red-tailed Humble-bee,Red tailed bumblebee, Stone Humble-bee",Hymenoptera,Apidae
1862,Icaricia saepiolus,Greenish blue,Lepidoptera,Lycaenidae
1863,Aeshna grandis,Brown Hawker,Odonata,Aeshnidae
1864,Fernaldella fimetaria,Green Broomweed Looper,Lepidoptera,Geometridae
1865,Digitonthophagus gazella,"Brown Dung Beetle, Gazella Scarab",Coleoptera,Scarabaeidae
1866,Plagodis alcoolaria,hollow-spotted plagodis,Lepidoptera,Geometridae
1867,Eumarozia malachitana,the sculptured moth,Lepidoptera,Tortricidae
1868,Catasticta nimbice," pine white, Mexican dartwhite",Lepidoptera,Pieridae
1869,Epiphyas postvittana,Light Brown Apple Moth,Lepidoptera,Tortricidae
1870,Zelus tetracanthus,Four-spurred Assassin Bug,Hemiptera,Reduviidae
1871,Agapostemon virescens,Bicolored Striped-Sweat Bee,Hymenoptera,Halictidae
1872,Diastema tigris,"Lantana Moth, Lantana Control Moth",Lepidoptera,Noctuidae
1873,Gonepteryx cleopatra,Cleopatra butterfly,Lepidoptera,Pieridae
1874,Hylephila phyleus,fiery skipper,Lepidoptera,Hesperiidae
1875,Leptoglossus zonatus,Eastern leaf-footed bug,Hemiptera,Coreidae
1876,Tabanus atratus,Black Horse Fly,Diptera,Tabanidae
1877,Cicindela punctulata,punctured tiger beetle,Coleoptera,Carabidae
1878,Osmia cornuta,European orchard bee,Hymenoptera,Megachilidae
1879,Smerinthus ophthalmica,Southwestern Eyed Sphinx,Lepidoptera,Sphingidae
1880,Oryctes nasicornis,European rhinoceros beetle,Coleoptera,Scarabaeidae
1881,Tetraopes femoratus,Red-femured Milkweed Borer,Coleoptera,Cerambycidae
1882,Diplolepis rosae,Mossyrose Gall Wasp,Hymenoptera,Cynipidae
1883,Papilio glaucus,Eastern Tiger Swallowtail,Lepidoptera,Papilionidae
1884,Euploea core,"the common crow,common Indian crow,Australian crow",Lepidoptera,Nymphalidae
1885,Achatia distincta,Distinct Quaker,Lepidoptera,Noctuidae
1886,Acisoma panorpoides,"Asian Pintail, Trumpet Tail, Grizzled Pintail",Odonata,Libellulidae
1887,Polistes chinensis,"Asian Paper Wasp,Chinese Paper Wasp,Japanese Paper Wasp",Hymenoptera,Vespidae
1888,Junonia villida,Meadow argus,Lepidoptera,Nymphalidae
1889,Lasiocampa quercus,oak eggar,Lepidoptera,Lasiocampidae
1890,Xylocopa sonorina,valley carpenter bee or Hawaiian carpenter bee,Hymenoptera,Apidae
1891,Vespula pensylvanica,Western Yellowjacket,Hymenoptera,Vespidae
1892,Phragmatobia fuliginosa,stout tiger moth,Lepidoptera,Erebidae
1893,Archilestes californicus,California Spreadwing,Odonata,Lestidae
1894,Gryllodes sigillatus,tropical house cricket,Orthoptera,Gryllidae
1895,Junonia almana,the peacock pansy,Lepidoptera,Nymphalidae
1896,Kaniska canace,Blue admiral,Lepidoptera,Nymphalidae
1897,Cicindela aurulenta, Blue-spotted or golden-spotted tiger beetle,Coleoptera,Carabidae
1898,Camponotus modoc,carpenter ant,Hymenoptera,Formicidae
1899,Argyrotaenia quercifoliana,Yellow-Winged Oak Leafroller Moth,Lepidoptera,Tortricidae
1900,Zeugomantispa minuta,Green Mantisfly,Neuroptera,Mantispidae
1901,Argyria lacteella,Milky Urola Moth,Lepidoptera,Crambidae
1902,Dymasia dymas,Tiny Checkerspot,Lepidoptera,Nymphalidae
1903,Satyrium saepium,Hedgerow hairstreak,Lepidoptera,Lycaenidae
1904,Erythrodiplax umbrata,	Band-winged Dragonlet,Odonata,Libellulidae
1905,Promachus hinei,robber flies,Diptera,Asilidae
1906,Eubaphe mendica,"the beggar,",Lepidoptera,Geometridae
1907,Syngrapha rectangula,"Salt And Pepper Looper, Angulated Cutworm",Lepidoptera,Noctuidae
1908,Adelges tsugae,Hemlock Wooly Adelgid ,Hemiptera,Adelgidae
1909,Dythemis fugax,Checkered Setwing,Odonata,Libellulidae
1910,Peridroma saucia,"pearly underwing, variegated cutworm moth",Lepidoptera,Noctuidae
1911,Microcentrum rhombifolium,Broad-wing Katydid,Orthoptera,Tettigoniidae
1912,Cupido amyntula,Western-tailed blue,Lepidoptera,Lycaenidae
1913,Manduca rustica,Rustic Sphinx,Lepidoptera,Sphingidae
1914,Deilephila porcellus,Small Elephant Hawk-Moth,Lepidoptera,Sphingidae
1915,Papilio rogeri,Pink Spotted Swallowtail,Lepidoptera,Papilionidae
1916,Nadata gibbosa,Rough Prominent,Lepidoptera,Notodontidae
1917,Peribatodes rhomboidaria,willow beauty moth,Lepidoptera,Geometridae
1918,Ceriagrion coromandelianum,"coromandel marsh dart,yellow waxtail",Odonata,Coenagrionidae
1919,Idaea tacturata,Dot-lined wave moth,Lepidoptera,Geometridae
1920,Scolia nobilitata, the noble scoliid wasp,Hymenoptera,Scoliidae
1921,Spilosoma virginica,yellow woollybear,Lepidoptera,Erebidae
1922,Talicada nyseus,Red Pierrot,Lepidoptera,Lycaenidae
1923,Scolia bicincta,Double-banded Scoliid Wasp ,Hymenoptera,Scoliidae
1924,Haploa lecontei,Leconte's haploa,Lepidoptera,Erebidae
1925,Erebus ephesperis,Owl Moth,Lepidoptera,Erebidae
1926,Idaea rusticata,the least carpet,Lepidoptera,Geometridae
1927,Furcula borealis,White furcula moth,Lepidoptera,Notodontidae
1928,Ourapteryx sambucaria,Swallow-tailed moth,Lepidoptera,Geometridae
1929,Euphaea formosa,,Odonata,Euphaeidae
1930,Lygaeus turcicus,false milkweed bug,Hemiptera,Lygaeidae
1931,Coryphista meadii,,Lepidoptera,Geometridae
1932,Nymphalis l-album,"Compton Tortoiseshell, False Comma",Lepidoptera,Nymphalidae
1933,Melanis cephise,White-rayed pixie,Lepidoptera,Riodinidae
1934,Erythrodiplax minuscula,little blue dragonlet,Odonata,Libellulidae
1935,Coleomegilla maculata,spotted lady beetle,Coleoptera,Coccinellidae
1936,Rhodometra sacraria,the vestal,Lepidoptera,Geometridae
1937,Limenitis lorquini,Lorquin's admiral,Lepidoptera,Nymphalidae
1938,Ischnura senegalensis,"common bluetail, marsh bluetail, ubiquitous bluetail, African bluetail, Senegal golden dartlet",Odonata,Coenagrionidae
1939,Watsonalla binaria,Oak Hook-tip,Lepidoptera,Drepanidae
1940,Pheosia rimosa,"black-rimmed prominent moth, fissured prominent, false-sphinx",Lepidoptera,Notodontidae
1941,Magusa divaricata,orbed narrow-wing moth,Lepidoptera,Noctuidae
1942,Polistes aurifer,golden paper wasp,Hymenoptera,Vespidae
1943,Catocala lineella," lineella underwing, little lined underwing,steely underwing,",Lepidoptera,Erebidae
1944,Membracis mexicana,Treehopper,Hemiptera,Membracidae
1945,Catopsilia pomona,"common emigrant,lemon emigrant,",Lepidoptera,Pieridae
1946,Argia alberta,Paiute Dancer,Odonata,Coenagrionidae
1947,Telebasis salva,Desert Firetail,Odonata,Coenagrionidae
1948,Conocephalus melaenus,"black kneed conehead, 
black-kneed meadow katydid",Orthoptera,Tettigoniidae
1949,Eudocima phalonia,fruit-piercing moths,Lepidoptera,Erebidae
1950,Callistege mi,Mother Shipton moth,Lepidoptera,Erebidae
1951,Megisto cymela,Little Wood Satyr,Lepidoptera,Nymphalidae
1952,Chrysis angolensis,,Hymenoptera,Chrysididae
1953,Timarcha tenebricosa,"Bloody-nosed Beetle, Blood Spewer, Blood-spewing Beetle",Coleoptera,Chrysomelidae
1954,Bombus melanopygus,"black-tailed bumble bee, black tail bumble bee or orange-rumped bumblebee",Hymenoptera,Apidae
1955,Bembix americana,sand wasps,Hymenoptera,Crabronidae
1956,Sympetrum corruptum,Variegated Meadowhawk,Odonata,Libellulidae
1957,Renia flavipunctalis," yellow-dotted renia, yellow-spotted renia, even-lined renia",Lepidoptera,Erebidae
1958,Lon melane,umber skipper,Lepidoptera,Hesperiidae
1959,Metria amella,Live Oak Metria Moth,Lepidoptera,Erebidae
1960,Anoplotrupes stercorosus,Dor Beetle,Coleoptera,Geotrupidae
1961,Issoria lathonia,Queen of Spain fritillary,Lepidoptera,Nymphalidae
1962,Prochoerodes lineola,the large maple spanworm,Lepidoptera,Geometridae
1963,Acronicta aceris,Sycamore Moth,Lepidoptera,Noctuidae
1964,Erythemis plebeja,Pin-tailed Pondhawk ,Odonata,Libellulidae
1965,Ceratomia catalpae, the catalpa sphinx,Lepidoptera,Sphingidae
1966,Anthene emolus,Ciliate Blue,Lepidoptera,Lycaenidae
1967,Trimerotropis verruculata,"Crackling Forest Grasshopper, Cracker Grasshopper",Orthoptera,Acrididae
1968,Vespula alascensis,Alaska Yellowjacket,Hymenoptera,Vespidae
1969,Delias hyparete,Painted Jezebel,Lepidoptera,Pieridae
1970,Panoquina ocola,"the ocola skipper, long-winged skipper",Lepidoptera,Hesperiidae
1971,Cycnia collaris,,Lepidoptera,Erebidae
1972,Euchlaena serrata,saw-wing moth,Lepidoptera,Geometridae
1973,Adela reaumurella,Green Longhorn Moth,Lepidoptera,Adelidae
1974,Anisota stigma,Spiny Oakworm Moth,Lepidoptera,Saturniidae
1975,Samea ecclesialis,Assembly Moth,Lepidoptera,Crambidae
1976,Euphyes vestris,"the dun skipper, sedge witch,dun sedge skipper",Lepidoptera,Hesperiidae
1977,Heterocampa biundata,Wavy-lined Heterocampa,Lepidoptera,Notodontidae
1978,Amphion floridensis,Nessus Sphinx,Lepidoptera,Sphingidae
1979,Anthocharis cardamines,Orange Tip Butterfly,Lepidoptera,Pieridae
1980,Odontotaenius disjunctus,"betsy beetle, bessbug, patent leather beetle, Jerusalem beetle, horn beetle, peg beetle",Coleoptera,Passalidae
1981,Lerema accius,clouded skipper,Lepidoptera,Hesperiidae
1982,Graphisurus fasciatus,Flat-faced Longhorn Beetle,Coleoptera,Cerambycidae
1983,Oedipoda caerulescens,Blue Winged Grasshopper,Orthoptera,Acrididae
1984,Hetaerina titia,Smoky Rubyspot,Odonata,Calopterygidae
1985,Glutophrissa drusilla,Florida White,Lepidoptera,Pieridae
1986,Euchlaena amoenaria,deep yellow euchlaena,Lepidoptera,Geometridae
1987,Catopsilia florella,"African migrant, African emigrant, common vagrant",Lepidoptera,Pieridae
1988,Parapoynx maculalis,polymorphic pondweed moth,Lepidoptera,Crambidae
1989,Morimus asper,Beech Longhorn Beetle,Coleoptera,Cerambycidae
1990,Belenois aurota,"pioneer, pioneer white,caper white",Lepidoptera,Pieridae
1991,Dolba hyloeus,Pawpaw Sphinx,Lepidoptera,Sphingidae
1992,Nemophora degeerella,"Longhorn Moth, Yellow-Barred Longhorn",Lepidoptera,Adelidae
1993,Cicindela oregona,Western tiger beetle,Coleoptera,Carabidae
1994,Ischnura hastata,Citrine Forktail,Odonata,Coenagrionidae
1995,Hetaerina americana,American rubyspot,Odonata,Calopterygidae
1996,Cydia pomonella,Codling moth,Lepidoptera,Tortricidae
1997,Citheronia regalis,Regal moth,Lepidoptera,Saturniidae
1998,Ctenolepisma longicaudata,long-tailed silverfish,Zygentoma,Lepismatidae
1999,Megalographa biloba,Bilobed looper moth,Lepidoptera,Noctuidae
2000,Chinavia hilaris,"green stink bug, green soldier bug",Hemiptera,Pentatomidae
2001,Samea multiplicalis,salvinia stem-borer moth,Lepidoptera,Crambidae
2002,Eacles imperialis,Imperial Moth,Lepidoptera,Saturniidae
2003,Anomoea laticlavia,"Persimmon Beetle, Clay-Colored Leaf Beetle",Coleoptera,Chrysomelidae
2004,Cyclochila australasiae,green grocer,Hemiptera,Cicadidae
2005,Cotinis mutabilis,figeater beetle,Coleoptera,Scarabaeidae
2006,Neoxabea bipunctata,Two-Spotted Tree Cricket,Orthoptera,Gryllidae
2007,Apantesis virguncula,Little Virgin Tiger Moth,Lepidoptera,Erebidae
2008,Eustixia pupula,spotted peppergrass moth,Lepidoptera,Crambidae
2009,Thaumetopoea processionea,Oak Processionary,Lepidoptera,Notodontidae
2010,Mimoschinia rufofascialis,"Rufous-Banded Pyralid Moth, Barberpole Caterpillar",Lepidoptera,Crambidae
2011,Proteuxoa hypochalchis,,Lepidoptera,Noctuidae
2012,Thaumetopoea pityocampa,Pine Processionary,Lepidoptera,Notodontidae
2013,Eurema brigitta,"small grass yellow, broad-bordered grass yellow",Lepidoptera,Pieridae
2014,Pieris oleracea,Mustard white,Lepidoptera,Pieridae
2015,Lestes vigilax,swamp spreadwing ,Odonata,Lestidae
2016,Lilioceris lilii,scarlet lily beetle,Coleoptera,Chrysomelidae
2017,Chauliognathus marginatus,"Margined Leatherwing, Margined soldier
beetle ",Coleoptera,Cantharidae
2018,Hapithus agitator,restless bush cricket,Orthoptera,Gryllidae
2019,Lycorma delicatula,spotted lanternfly,Hemiptera,Fulgoridae
2020,Schinia arcigera,the arcigera flower moth,Lepidoptera,Noctuidae
2021,Satyrium behrii,Orange Hairstreak.,Lepidoptera,Lycaenidae
2022,Paraponera clavata,bullet ant,Hymenoptera,Formicidae
2023,Agrius convolvuli,Convolvulus Hawk-Moth,Lepidoptera,Sphingidae
2024,Achaea janata,Castor Semi-looper ,Lepidoptera,Erebidae
2025,Sitochroa palealis,carrot seed moth,Lepidoptera,Crambidae
2026,Mallodon dasystomus,Hardwood stump borer,Coleoptera,Cerambycidae
2027,Tramea carolina,Carolina Saddlebags,Odonata,Libellulidae
2028,Hypena abalienalis,white-lined hypena or white-lined bomolocha moth,Lepidoptera,Erebidae
2029,Nacaduba kurava,Six-Line Blue Butterfly ,Lepidoptera,Lycaenidae
2030,Phyllopalpus pulchellus,"red headed bush cricket, handsome trig, handsome bush cricket",Orthoptera,Trigonidiidae
2031,Riptortus pedestris,Bean bug,Hemiptera,Alydidae
2032,Camponotus planatus,"compact carpenter ant, short carpenter ant",Hymenoptera,Formicidae
2033,Estigmene acrea,saltmarsh caterpillar,Lepidoptera,Erebidae
2034,Melanodes anthracitaria,The Black Geometrid,Lepidoptera,Geometridae
2035,Leptoglossus occidentalis,western conifer seed bug,Hemiptera,Coreidae
2036,Ischnura denticollis,Black-fronted Forktail,Odonata,Coenagrionidae
2037,Pseudomantis albofimbriata,False garden mantis,Mantodea,Mantidae
2038,Cnaphalocrocis poeyalis,Lesser rice-leafroller,Lepidoptera,Crambidae
2039,Adalia bipunctata,"Two-Spot Ladybird, Two-Spotted Ladybug, 
Two-Spotted Lady Beetle",Coleoptera,Coccinellidae
2040,Hileithia magualis,,Lepidoptera,Crambidae
2041,Campaea margaritaria,light emerald,Lepidoptera,Geometridae
2042,Leucorrhinia glacialis,crimson-ringed whiteface,Odonata,Libellulidae
2043,Triodia sylvina,"Orange Swift, Orange Moth",Lepidoptera,Hepialidae
2044,Euphaea decorata,Black-banded Gossamerwing,Odonata,Euphaeidae
2045,Emmelina monodactyla,Morning-Glory Plume Moth,Lepidoptera,Pterophoridae
2046,Leptotes cassius,"cassius blue, tropical striped blue butterfly",Lepidoptera,Lycaenidae
2047,Ceratomia amyntor,"elm sphinx, four-horned sphinx",Lepidoptera,Sphingidae
2048,Vespula maculifrons,Eastern Yellowjacket,Hymenoptera,Vespidae
2049,Anthanassa texana,Texas Crescent,Lepidoptera,Nymphalidae
2050,Pogonomyrmex barbatus,"red ant ,red harvester ant",Hymenoptera,Formicidae
2051,Enallagma geminatum,Skimming Bluet,Odonata,Coenagrionidae
2052,Vespa velutina,Asian Hornet,Hymenoptera,Vespidae
2053,Aeshna cyanea,Southern Hawker,Odonata,Aeshnidae
2054,Palpopleura lucia,Lucia Widow,Odonata,Libellulidae
2055,Aglais urticae,Small Tortoiseshell,Lepidoptera,Nymphalidae
2056,Scopula limboundata,Large lace-border,Lepidoptera,Geometridae
2057,Anisota senatoria,Orangestriped Oakworm ,Lepidoptera,Saturniidae
2058,Sympetrum ambiguum,Blue-faced Meadowhawk,Odonata,Libellulidae
2059,Phyllobius pomaceus,nettle weevil,Coleoptera,Curculionidae
2060,Orthemis discolor,"carmine skimmer, orange-bellied skimmer",Odonata,Libellulidae
2061,Heterocampa umbrata,"the white-blotched heterocampa,",Lepidoptera,Notodontidae
2062,Megalopyge crispata,Black-waved Flannel Moth,Lepidoptera,Megalopygidae
2063,Tholymis tillarga,Coral-tailed Cloudwing,Odonata,Libellulidae
2064,Physocephala tibialis,,Diptera,Conopidae
2065,Pyrausta purpuralis,"Common Purple & Gold
",Lepidoptera,Crambidae
2066,Agrionoptera insignis,Red Swampdragon,Odonata,Libellulidae
2067,Pareuchaetes insulata,yellow-winged parechaetes,Lepidoptera,Erebidae
2068,Sympecma fusca,Common Winter Damselfly,Odonata,Lestidae
2069,Limenitis populi,poplar admiral,Lepidoptera,Nymphalidae
2070,Stegasta bosqueella,Red-necked Peanutworm Moth,Lepidoptera,Gelechiidae
2071,Acanalonia bivittata,Two-stripped Planthopper,Hemiptera,Acanaloniidae
2072,Hemicordulia tau,The tau emerald,Odonata,Corduliidae
2073,Athyma selenophora,Staff Sergeant,Lepidoptera,Nymphalidae
2074,Comostola laesaria,,Lepidoptera,Geometridae
2075,Mallophora leschenaulti,"Belzebul Bee Killer, Black Bee Killer",Diptera,Asilidae
2076,Amata huebneri,Hübner's Wasp Moth ,Lepidoptera,Erebidae
2077,Obeidia tigrata,Hübner's Wasp Moth ,Lepidoptera,Geometridae
2078,Palpada vinetorum,Northern Plushback,Diptera,Syrphidae
2079,Elaphidion mucronatum,Spined Oak Borer,Coleoptera,Cerambycidae
2080,Udea rubigalis,"Celery Leaftier, Greenhouse Leaftier",Lepidoptera,Crambidae
2081,Catocala maestosa,Sad underwing,Lepidoptera,Erebidae
2082,Spilostethus pandurus,Milkweed Bug,Hemiptera,Lygaeidae
2083,Junonia orithya,"blue pansy, eyes pansey",Lepidoptera,Nymphalidae
2084,Spilosoma lubricipeda,White Ermine,Lepidoptera,Erebidae
2085,Heliophorus ila,Heliophorus,Lepidoptera,Lycaenidae
2086,Macaria bisignata,redheaded inchworm moth,Lepidoptera,Geometridae
2087,Idaea degeneraria,Portland ribbon wave,Lepidoptera,Geometridae
2088,Epidesmia tryxaria,Australian Lepidoptera,Lepidoptera,Geometridae
2089,Chlosyne gorgone,gorgone checkerspot,Lepidoptera,Nymphalidae
2090,Rivula sericealis,Straw dot,Lepidoptera,Erebidae
2091,Crambus agitatellus,double-banded grass-veneer,Lepidoptera,Crambidae
2092,Apis dorsata,Giant Honey Bee,Hymenoptera,Apidae
2093,Megalopyge opercularis,Southern Flannel Moth,Lepidoptera,Megalopygidae
2094,Orgyia postica," the cocoa tussock moth, hevea tussock moth",Lepidoptera,Erebidae
2095,Trichiotinus texanus,Texas Flower Scarab,Coleoptera,Scarabaeidae
2096,Phrissogonus laticostata,apple looper,Lepidoptera,Geometridae
2097,Bombus terricola, yellow-banded bumblebee,Hymenoptera,Apidae
2098,Ectropis crepuscularia,"Engrailed, Small Engrailed Moth",Lepidoptera,Geometridae
2099,Atta mexicana,leaf-cutter ant,Hymenoptera,Formicidae
2100,Phanogomphus militaris,sulphur-tipped clubtail,Odonata,Gomphidae
2101,Hylaeus modestus,yellow-faced bees,Hymenoptera,Colletidae
2102,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Gomphidae
2103,Aglais io,Peacock Butterfly,Lepidoptera,Nymphalidae
2104,Chorthippus brunneus,common field grasshopper ,Orthoptera,Acrididae
2105,Erebia ligea,Arran Brown,Lepidoptera,Nymphalidae
2106,Disclisioprocta stellata,"Somber Carpet Looper, Bougainvillea Looper",Lepidoptera,Geometridae
2107,Xestia xanthographa,Square-spot rustic,Lepidoptera,Noctuidae
2108,Cameraria ohridella,horse chestnut leaf miner,Lepidoptera,Gracillariidae
2109,Phalera bucephala,buff-tip moth,Lepidoptera,Notodontidae
2110,Perispasta caeculalis,titian peale's pyralid moth,Lepidoptera,Crambidae
2111,Deltote pygarga,Marbled White Spot Moth,Lepidoptera,Noctuidae
2112,Archilestes grandis,Great Spreadwing,Odonata,Lestidae
2113,Basiaeschna janata,springtime darner,Odonata,Aeshnidae
2114,Lytta magister,"desert blister beetle, master blister beetle",Coleoptera,Meloidae
2115,Heliconius erato," red passion flower butterfly,the crimson-patched longwing.",Lepidoptera,Nymphalidae
2116,Polistes major,Horse's Paper Wasp,Hymenoptera,Vespidae
2117,Celastrina lucia,"lucia azure, northern azure, eastern spring azure,northern spring azure,",Lepidoptera,Lycaenidae
2118,Cydia latiferreana,filbertworm,Lepidoptera,Tortricidae
2119,Enallagma exsulans,Stream Bluet,Odonata,Coenagrionidae
2120,Macaria aemulataria,common angle moth,Lepidoptera,Geometridae
2121,Calycopis isobeon,Dusky-blue Groundstreak,Lepidoptera,Lycaenidae
2122,Malachius bipustulatus,malachite beetle,Coleoptera,Melyridae
2123,Siproeta epaphus,Rusty-tipped page,Lepidoptera,Nymphalidae
2124,Pyrausta signatalis,raspberry pyrausta moth,Lepidoptera,Crambidae
2125,Didymoctenia exsuperata,Thick-Lined Bark Moth,Lepidoptera,Geometridae
2126,Acronicta rumicis,Knot Grass Moth,Lepidoptera,Noctuidae
2127,Melipotis cellaris,Cellar Melipotis Moth,Lepidoptera,Erebidae
2128,Mocis frugalis,Sugarcane Looper,Lepidoptera,Erebidae
2129,Alcis repandata,Mottled Beauty ,Lepidoptera,Geometridae
2130,Cerotoma trifurcata,bean leaf beetle,Coleoptera,Chrysomelidae
2131,Leptoglossus phyllopus,eastern leaf-footed bug,Hemiptera,Coreidae
2132,Antigonus erosus,Common Spurwing,Lepidoptera,Hesperiidae
2133,Iris oratoria,Mediterranean mantis,Mantodea,Eremiaphilidae
2134,Cysteodemus armatus,Inflated blister beetle,Coleoptera,Meloidae
2135,Orthodes majuscula,the rustic Quaker,Lepidoptera,Noctuidae
2136,Roeseliana roeselii,Roesel's bush-cricket,Orthoptera,Tettigoniidae
2137,Vespula germanica,German Wasp,Hymenoptera,Vespidae
2138,Arta olivalis,Olive Arta Moth,Lepidoptera,Pyralidae
2139,Phoberia atomaris,common oak moth,Lepidoptera,Erebidae
2140,Bombus vagans,Half-black bumble bee ,Hymenoptera,Apidae
2141,Sicya macularia,"sharp-lined yellow, pink-bordered yellow, two-pronged looper",Lepidoptera,Geometridae
2142,Heterocampa guttivitta,Saddled prominent moth,Lepidoptera,Notodontidae
2143,Perithemis tenera,eastern amberwing,Odonata,Libellulidae
2144,Chauliognathus basalis,Colorado Soldier Beetle,Coleoptera,Cantharidae
2145,Brachythemis leucosticta,northern banded groundling,Odonata,Libellulidae
2146,Satyrium sylvinus,The sylvan hairstreak,Lepidoptera,Lycaenidae
2147,Macrodiplax cora,"coastal glider, wandering pennant, Cora's pennant",Odonata,Libellulidae
